"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"6E61CE74",Numb/Pon condensate,"Numb is a neuroblast cell fate determinant that, along with Pon, forms a basal crescent and is segregated into the basal daughter cell to start the differentiation process. The complex exhibits remarkable binding specificity and liquid-liquid phase separation as a result of the multivalent Numb-Pon interaction.",7227,Drosophila melanogaster,5,biomolecular,,
AC4402D9,Synthetic Condensate 000139,,346249,Dosidicus gigas,3,synthetic,,
"44FCF654",Synthetic Condensate 000363,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: Q07352; Partner Proteins: P35637, P81133, Q15717; Expression of the FUS-IDR alone did not generate condensates. Expression of the TIS11B RBD alone is not sufficient for condensate formation. When we fused the RBD of TIS11B to the IDR of FUS to generate FUS TIS, we observed cytoplasmic mesh-like condensates that look very similar to wild-type TIS granules. the seemingly liquid-like condensates generated by FUS-TIS and SUMO-SIM-TIS have mesh-like morphologies in cells. In the context of two multivalent domains (TIS11B N/C-terminus or FUS-IDR), the RRM1/2 of HuR was sufficient for the generation of mesh-like condensates.",9606,Homo sapiens,1,synthetic,,
"907141DD",PopZ condensate,"PopZ condensate in Caulobacter  is a membraneless forms a microdomain at the cell poles. Condensates selectively recruite and concentrate signaling proteins, such as the CckA and ChpT.",190650,Caulobacter vibrioides (strain ATCC 19089 / CB15),1,biomolecular,,
BBD7F84D,PB-like Assembly,"PB-like assemblies are smaller, distinct subassemblies of P-body components that form when canonical PBs are disrupted. Unlike canonical PBs, they are smaller and show increased interactions with SGs, often clustering around their surface.",9606,Homo sapiens,4,biomolecular,,
"33B67FEA",Synthetic Condensate 000151,,36200,Dissostichus mawsoni,3,synthetic,,
"5E3205E2",Synthetic Condensate 000064,,9606,Homo sapiens,1,synthetic,,
"558B70E9",Synthetic Condensate 000263,,7227,Drosophila melanogaster,3,synthetic,,
"1E246C77",Transcriptional condensate,"Transcriptional condensates are bimolecular condensates which form by phase separation of transcription factors, mediator cofactors and numerous nucleic-acid binding proteins at enhancer sites of gene loci, promoting bimolecular interactions which are necessary for gene expression.",237561,Candida albicans (strain SC5314 / ATCC MYA-2876),1,biomolecular,,
"2C639066",Synthetic Condensate 000143,,9606,Homo sapiens,3,synthetic,,
"589474B0",Synthetic Condensate 000287,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: O60500; Partner Proteins: P16333, O08816; Nck, nephrin 3pY peptide and N-WASP, plus variable amounts of an N-WASP truncation mutant (N-WASPΔ) that contains the full proline-rich region, can assemble into polymers",0,Chimeras,1,synthetic,,
"67BDA0FF",Synthetic Condensate 000032,,9606,Homo sapiens,3,synthetic,,
"694DAD9E",Synthetic Condensate 000259,,9606,Homo sapiens,3,synthetic,,
B3A0EABC,Midbody Granule,"Phase-separated RNP granule involved in RNA storage, translation, and intercellular communication.",9606,Homo sapiens,4,biomolecular,,
"56273AEF",MEF2D Condensate,Dynamic nuclear condensates involved in transcriptional regulation during myogenesis.,10090,Mus musculus,4,biomolecular,,
"18F6A7CA",Endocytic condensates,"Endocytic condensates are membraneless compartments formed by endocytic coat proteins containing prion-like domains. These condensates assemble at the plasma membrane to organize proteins, which helps drive membrane invagination for cellular uptake through endocytosis.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),5,biomolecular,,
"17687E46",Synthetic Condensate 000078,"When GFP is super positively charged, it can induce phase separation of NICD.",0,Chimeras,3,synthetic,,
BC554416,Synthetic Condensate 000308,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: P56959; Partner Proteins: Q07802, Q3TKT4; FUS and EWSR1 form condensates in vitro that are larger than those observed with EBF1.",10090,Mus musculus,1,synthetic,,
"21EC1620",Inclusion body,Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia.,9606,Homo sapiens,4,infectious,11259,Human respiratory syncytial virus A
"7F36219C",Enhancer cluster,Enhancers are key regulatory elements that govern gene expression programs in response to developmental signals. TGF β pathway drives the assembly of an enhancer-cluster and precise gene activation. TGF β pathway coactivator JMJD3 is essential to maintain these structures.,9606,Homo sapiens,4,biomolecular,,
"77377E79",Synthetic Condensate 000190,,9606,Homo sapiens,0,synthetic,,
"444FFC0C",Cytoplasmic protein granule,Phase separated cytoplasmic proteins forming aggregates in the cytoplasm. A hallmark of neurodegenerative diseases is the accumulation of cytoplasmic protein aggregates in neurons.,7227,Drosophila melanogaster,1,biomolecular,,
"764D0258",Neuronal RNP granule,"Neuronal RNP granules are nonmembrane bound macromolecular condensates that concentrate certain sets of mRNAs and regulatory proteins, allowing them to travel longer distances to axons or dendrites. RNP granules in neurons have a dual role in regulating the translation of linked mRNAs: at rest, they impede mRNA translation, but once activated, they fuel local protein synthesis.",10090,Mus musculus,1,biomolecular,,
CCFFAF5A,Junctional condensate,"Tight junctions are cell-adhesion complexes between neighbouring cells. The membrane-associated scaffolding proteins ZO1 and ZO2 are required for tight junction supra-molecular construction and placement as continuous networks of adhesion strands. Recent research have shown that ZO proteins self-organize membrane-attached compartments by phase separation and identified the multivalent interactions of the conserved PDZ-SH3-GuK supra-domain as the mechanism underlying ZO phase separation.
The polarity protein PATJ protein is recruited to ZO-1 condensates and supports transition of ZO-1 into a condensed surface layer that elongates around the apical interface.",9606,Homo sapiens,4,biomolecular,,
"19A54EA0",Sponge body,Sponge bodies are sub-cellular structures in the cytoplasm of oocyte and nurse cell in Drosophila ovaries. Sponge bodies are crucial in transcription regulation,7227,Drosophila melanogaster,1,biomolecular,,
FF8F0FD5,Synthetic Condensate 000384,Synthetic compound induces condensation of labelled tubulin in vitro and in cellulo,9606,Homo sapiens,4,synthetic,,
"46DAEB10",Synthetic Condensate 000167,,0,Chimeras,3,synthetic,,
"92558670",PML body,"PML bodies are nuclear condensates detected by the PML protein, as their name suggests. The PML protein polymerizes into spherical shells where it concentrates several unrelated partner proteins into the PML bodies. PML is found in nearly all normal human tissues and produces PML bodies, which play a role in gene regulation and cellular activities like DNA repair, cell cycle control, and cell fate decisions.",244,Planomicrobium okeanokoites,1,biomolecular,,
BDAE0F88,Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
"1F16C8AA",PGAM5-MAVS Condensate,"PGAM5-MAVS condensates are biomolecular condensates formed through LLPS in cardiomyocytes under stress conditions.

These condensates function as scaffolds for NLRP3 inflammasome activation, thereby playing a role in inflammatory responses and myocardial injury.",10090,Mus musculus,4,biomolecular,,
"51FB48F6",MARDO,MARDO (Mitochondria-Associated Ribonucleoprotein DOmain) is a mitochondria-associated condensate that is described to store maternal mRNAs in the oocyte,9606,Homo sapiens,4,biomolecular,,
"86211E4F",Synthetic Condensate 000220,,83333,Escherichia coli (strain K12),3,synthetic,,
"691A1FB1",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
"9638259C",Euchromatin,"Chromatin is a complex of DNA and histone proteins that regulates gene expression as well as packaging genetic material to fit inside the cell. The proper functioning of chromatin also necessitates a web of interactions between molecular complexes that alter chromatin shape and organization to change DNA accessibility to transcription factors, resulting in the activation or repression of target DNA locus. Chromatin is divided into three types based on its shape and compaction state: euchromatin, heterochromatin, and centromeric chromatin. Euchromatin is characterized by active genes, broader spacing between nucleosomes, greater accessibility to transcription machinery, and histone modifications and variations that favor active transcription.",9031,Gallus gallus,3,biomolecular,,
"205A679C",OsJAZ2 condensate,JAZ2 protein forms condensates in both Oryza sativa and Nicotiana benthamiana leaf cells in nucleus and cytosol,39946,Oryza sativa subsp. indica,5,biomolecular,,
"502D4027",Synthetic Condensate 000161,,36200,Dissostichus mawsoni,3,synthetic,,
"80EB2636",Synthetic Condensate 000255,,9606,Homo sapiens,3,synthetic,,
"54D84D15",Viral factory,Inclusions which form from concentrating of the replication machinary of RNA viruses. These inclusions favor enzymatic activities and protect the viral from getting recognized by the cellular receptors.,9606,Homo sapiens,4,infectious,132484,Measles virus (strain Edmonston-Moraten vaccine)
"5AAA2F68",Synthetic Condensate 000140,,9606,Homo sapiens,3,synthetic,,
E72E7219,Pericentriolar matrix,"Centrosomes are the main microtubule organising centers (MTOC) of animal cells and thus are critical in regulating cell-cycle progression. Centrosomes nucleate microtubules during mitosis, allowing for chromosomal segregation. Each centrosome contains 2 centrioles arranged perpendicularly and surrounded by pericentriolar material (PCM).",6239,Caenorhabditis elegans,1,biomolecular,,
"67BDE49F",Synthetic Condensate 000353,Morphology: In Vivo Droplet Formation; Main protein: O60885; Partner Proteins: O14686; MLL4 Q4092X MSCs had decreased intensity of BRD4 and MED1 condensates compared to the WT MSCs.,9606,Homo sapiens,1,synthetic,,
"26D57712",HSP condensate,"During Dictyostelium discoideum development, HSP48 is  strongly induced. It is discovered that HSP48 forms a biomolecular condensate and that polyphosphate is required to keep it stable.",44689,Dictyostelium discoideum,4,biomolecular,,
"60F64496",P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering.",3702,Arabidopsis thaliana,1,biomolecular,,
BC3C46DC,Synthetic Condensate 000257,,9606,Homo sapiens,3,synthetic,,
EA58C052,Stress granule,"Aspergillus oryzae

Stress granule formed in the filamentous fungus Aspergillus oryzae under heat stress (45°C) and sorbitol-induced osmotic stress at the hyphal tip.",510516,Aspergillus oryzae (strain ATCC 42149 / RIB 40),5,biomolecular,,
DD124B01,Synthetic Condensate 000205,,7227,Drosophila melanogaster,3,synthetic,,
BE14A044,Transcriptional condensate,"Transcriptional condensates are bimolecular condensates which form by phase separation of transcription factors, mediator cofactors and numerous nucleic-acid binding proteins at enhancer sites of gene loci, promoting bimolecular interactions which are necessary for gene expression.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,biomolecular,,
